"WATER_SYSTEM_NUMBER","WATER_SYSTEM_NAME","CITY","COUNTY","ZIPCODE","CLASSIFICATION","POPULATION","SERVICE_CONNECTIONS","REGULATING_AGENCY","VIOLATION_NUMBER","VIOLATION_TYPE_NAME","ANALYTE_NAME","RESULT","MCL","VIOL_BEGIN_DATE","VIOL_END_DATE","ENF_ACTION_NUMBER","ENF_ACTION_ISSUE_DATE","ENF_ACTION_TYPE_ISSUED","inTulareBasin"
"CA4410301","CSP - BIG BASIN STATE PARK","APTOS","SANTA CRUZ","95003","COMMUNITY","3029","170","DISTRICT 05 - MONTEREY","1205009","RES DISINFECT CONCENTRATION (SWTR)","CHLORINE","NA","NA","2014-03-01","2014-03-31","1205012","2014-04-08","FORMAL ENFORCEMENT ACTION ISSUED",false
"CA4410301","CSP - BIG BASIN STATE PARK","APTOS","SANTA CRUZ","95003","COMMUNITY","3029","170","DISTRICT 05 - MONTEREY","1205027","MCL, LRAA","TTHM","0.153 MG/L","0.080 MG/L","2018-04-01","2018-06-30","1205015","2015-11-16","FORMAL ENFORCEMENT ACTION ISSUED",false
"CA4800561","SNUG HARBOR RESORT","WALNUT GROVE","SOLANO","95690","COMMUNITY","125","160","DISTRICT 04 - SAN FRANCISCO","104042","MCL,  AVERAGE","ARSENIC","0.011 MG/L","0.010 MG/L","2017-01-01","2017-03-31","104004","2015-03-25","FORMAL ENFORCEMENT ACTION ISSUED",false
"CA4900532","SONOMA COUNTY CSA 41-JENNER","JENNER","SONOMA","95450","COMMUNITY","406","123","DISTRICT 18 - SONOMA","9903005","MCL, LRAA","TTHM","0.093 MG/L","0.080 MG/L","2018-01-01","2018-03-31","1118008","2018-03-13","FORMAL ENFORCEMENT ACTION ISSUED",false
"CA4900532","SONOMA COUNTY CSA 41-JENNER","JENNER","SONOMA","95450","COMMUNITY","406","123","DISTRICT 18 - SONOMA","9903003","MCL, LRAA","TOTAL HALOACETIC ACIDS (HAA5)","0.074 MG/L","0.060 MG/L","2014-10-01","2014-12-31","1118007","2015-03-19","FORMAL ENFORCEMENT ACTION ISSUED",false
"CA4900568","VALLEY FORD WATER ASSOCIATION","VALLEY FORD","SONOMA","95472","COMMUNITY","40","23","DISTRICT 18 - SONOMA","9918023","MCL, SINGLE SAMPLE","NITRATE","23 MG/L","10 MG/L","2018-01-01","2018-03-31","818009","2008-06-20","FORMAL ENFORCEMENT ACTION ISSUED",false
"CA4900575","LOCH HAVEN MUTUAL WATER COMPANY","SANTA ROSA","SONOMA","95404","COMMUNITY","26","12","DISTRICT 18 - SONOMA","9803030","MCL,  AVERAGE","ARSENIC","0.0165 MG/L","0.010 MG/L","2017-10-01","2017-12-31","9818018","2015-06-03","FORMAL ENFORCEMENT ACTION ISSUED",false
"CA4900640","SONOMA COUNTY MUTUAL WATER COMPANY","CAZADERO","SONOMA","95421","COMMUNITY","40","20","DISTRICT 18 - SONOMA","9803056","FAILURE TO FILTER (SWTR)","SWTR","NA","NA","2017-05-01","NA","1218005","2012-02-03","FORMAL ENFORCEMENT ACTION ISSUED",false
"CA4900643","MOUNT WESKE ESTATES MUTUAL WATER COMPANY","WINDSOR","SONOMA","95492","COMMUNITY","26","24","DISTRICT 18 - SONOMA","1218043","MCL,  AVERAGE","ARSENIC","0.043 MG/L","0.010 MG/L","2017-10-01","2017-12-31","918008","2015-05-26","FORMAL ENFORCEMENT ACTION ISSUED",false
"CA4910202","SONOMA DEVELOPMENTAL CENTER","ELDRIDGE","SONOMA","95431","COMMUNITY","294","123","DISTRICT 18 - SONOMA","1218006","MCL, LRAA","TOTAL HALOACETIC ACIDS (HAA5)","0.06975 MG/L","0.060 MG/L","2018-01-01","2018-03-31","1218007","2018-04-24","FORMAL ENFORCEMENT ACTION ISSUED",false
"CA5000008","KNIGHTS FERRY COMM. SVC. DIST.","KNIGHTS FERRY","STANISLAUS","95361","COMMUNITY","85","62","LPA80 - STANISLAUS COUNTY","6","MCL, LRAA","TTHM","0.095 MG/L","0.080 MG/L","2017-10-01","2017-12-31","880002","2017-03-21","FORMAL ENFORCEMENT ACTION ISSUED",false
"CA5000019","RIVERDALE PARK TRACT CSD","MODESTO","STANISLAUS","95352","COMMUNITY","610","178","LPA80 - STANISLAUS COUNTY","1680004","MCL,  AVERAGE","COMBINED URANIUM","21 PCI/L","20 PCI/L","2016-07-01","2016-09-30","1680001","2016-02-02","FORMAL ENFORCEMENT ACTION ISSUED",false
"CA5000033","COBLES CORNER","HUGHSON","STANISLAUS","95326","COMMUNITY","50","20","LPA80 - STANISLAUS COUNTY","9780009","MCL,  AVERAGE","ARSENIC","0.011 MG/L","0.010 MG/L","2018-01-01","2018-03-31","9780010","2018-03-23","FORMAL ENFORCEMENT ACTION ISSUED",false
"CA5000051","MOBILE PLAZA PARK","CERES","STANISLAUS","95307","COMMUNITY","125","50","LPA80 - STANISLAUS COUNTY","1680010","MCL,  AVERAGE","ARSENIC","0.013 MG/L","0.010 MG/L","2018-01-01","2018-03-31","1080001","2010-09-20","FORMAL ENFORCEMENT ACTION ISSUED",false
"CA5000057","ORCHARD VILLAGE MHP","CERES","STANISLAUS","95307","COMMUNITY","75","49","LPA80 - STANISLAUS COUNTY","1480004","MCL,  AVERAGE","ARSENIC","0.011 MG/L","0.010 MG/L","2018-01-01","2018-03-31","1480002","2017-11-01","FORMAL ENFORCEMENT ACTION ISSUED",false
"CA5000061","MARTIN'S MOBILE HOME COURT","NEWMAN","STANISLAUS","95360","COMMUNITY","60","20","LPA80 - STANISLAUS COUNTY","1580003","MCL,  AVERAGE","COMBINED URANIUM","26 PCI/L","20 PCI/L","2017-10-01","2017-12-31","1580003","2018-03-23","FORMAL ENFORCEMENT ACTION ISSUED",false
"CA5000077","CERES WEST MHP","CERES","STANISLAUS","95307","COMMUNITY","161","46","LPA80 - STANISLAUS COUNTY","1680010","MCL,  AVERAGE","ARSENIC","0.019 MG/L","0.010 MG/L","2018-01-01","2018-03-31","1680001","2016-04-22","FORMAL ENFORCEMENT ACTION ISSUED",false
"CA5000085","GREEN RUN MOBILE ESTATES","TURLOCK","STANISLAUS","95380","COMMUNITY","100","46","LPA80 - STANISLAUS COUNTY","9780007","MCL,  AVERAGE","ARSENIC","0.016 MG/L","0.010 MG/L","2018-01-01","2018-03-31","1180001","2010-03-19","FORMAL ENFORCEMENT ACTION ISSUED",false
"CA5000086","COUNTRYSIDE MHP","TURLOCK","STANISLAUS","95382","COMMUNITY","60","44","LPA80 - STANISLAUS COUNTY","9780006","MCL,  AVERAGE","ARSENIC","0.011 MG/L","0.010 MG/L","2018-01-01","2018-03-31","9780002","2017-07-11","FORMAL ENFORCEMENT ACTION ISSUED",false
"CA5000090","RIVERVIEW MOBILE HOME ESTATES","MODESTO","STANISLAUS","95357","COMMUNITY","250","175","LPA80 - STANISLAUS COUNTY","1680003","MCL,  AVERAGE","COMBINED URANIUM","21 PCI/L","20 PCI/L","2016-07-01","2016-09-30","1680001","2016-05-09","FORMAL ENFORCEMENT ACTION ISSUED",false
"CA5000116","ROSELAWN HIGH SCHOOL","TURLOCK","STANISLAUS","95380","NON-TRANSIENT NON-COMMUNITY","223","5","LPA80 - STANISLAUS COUNTY","9780008","MCL,  AVERAGE","COMBINED URANIUM","25 PCI/L","20 PCI/L","2018-01-01","2018-03-31","9780005","2017-03-15","FORMAL ENFORCEMENT ACTION ISSUED",false
"CA5000217","FAITH HOME TEEN RANCH","CERES","STANISLAUS","95307","COMMUNITY","50","7","LPA80 - STANISLAUS COUNTY","1480001","MCL, SINGLE SAMPLE","NITRATE","47.5 MG/L","45 MG/L","2013-10-01","2013-12-31","1380001","2013-05-08","FORMAL ENFORCEMENT ACTION ISSUED",false
"CA5000218","COUNTRY VILLA APTS","HUGHSON","STANISLAUS","95326","COMMUNITY","30","23","LPA80 - STANISLAUS COUNTY","9880009","MCL,  AVERAGE","ARSENIC","0.020 MG/L","0.010 MG/L","2018-01-01","2018-03-31","1380001","2013-05-02","FORMAL ENFORCEMENT ACTION ISSUED",false
"CA5000295","SHILOH SCHOOL DISTRICT","MODESTO","STANISLAUS","95358","NON-TRANSIENT NON-COMMUNITY","105","7","LPA80 - STANISLAUS COUNTY","1180003","MCL,  AVERAGE","NITRATE","15 MG/L","10 MG/L","2018-01-01","2018-03-31","1180003","2018-01-26","FORMAL ENFORCEMENT ACTION ISSUED",false
"CA5000297","BUEHNER HOUSES","VERNALIS","STANISLAUS","95385","COMMUNITY","25","13","LPA80 - STANISLAUS COUNTY","1480001","MCL,  AVERAGE","ARSENIC","0.011 MG/L","0.010 MG/L","2013-10-01","2013-12-31","1380001","2013-05-01","FORMAL ENFORCEMENT ACTION ISSUED",false
"CA5010008","HUGHSON, CITY OF","HUGHSON","STANISLAUS","95326","COMMUNITY","6082","2065","DISTRICT 10 - STOCKTON","9810026","MCL,  AVERAGE","ARSENIC","0.015 MG/L","0.010 MG/L","2018-04-01","2018-06-30","910024","2009-01-05","FORMAL ENFORCEMENT ACTION ISSUED",false
"CA5010008","HUGHSON, CITY OF","HUGHSON","STANISLAUS","95326","COMMUNITY","6082","2065","DISTRICT 10 - STOCKTON","9810025","STATE PRIMARY MCL VIOL - NOT CR6","1,2,3-TRICHLOROPROPANE","0.000007 MG/L","0.000005 MG/L","2018-01-01","2018-03-31","9910005","2018-06-29","FORMAL ENFORCEMENT ACTION ISSUED",false
"CA5010009","KEYES COMMUNITY SERVICES DIST.","KEYES","STANISLAUS","95328","COMMUNITY","4805","1296","DISTRICT 10 - STOCKTON","9610029","MCL,  AVERAGE","ARSENIC","0.015 MG/L","0.010 MG/L","2018-04-01","2018-06-30","910018","2009-01-05","FORMAL ENFORCEMENT ACTION ISSUED",false
"CA5010009","KEYES COMMUNITY SERVICES DIST.","KEYES","STANISLAUS","95328","COMMUNITY","4805","1296","DISTRICT 10 - STOCKTON","9610030","STATE PRIMARY MCL VIOL - NOT CR6","1,2,3-TRICHLOROPROPANE","0.091 UG/L","0.005 UG/L","2018-04-01","2018-06-30","9910009","2018-03-09","FORMAL ENFORCEMENT ACTION ISSUED",false
"CA5200550","NEW ORCHARD MOBILE HOME PARK LLC","LOS MOLINOS","TEHAMA","96055","COMMUNITY","125","50","LPA82 - TEHAMA COUNTY","1600013","MCL, SINGLE SAMPLE","ARSENIC","18 UG/L","NA","2017-01-01","2017-03-31","1300006","2009-01-21","FORMAL ENFORCEMENT ACTION ISSUED",false
"CA5201137","MILLSTREAM MOBILE HOME PARK","LOS MOLINOS","TEHAMA","96055","COMMUNITY","80","53","LPA82 - TEHAMA COUNTY","1600018","MCL, SINGLE SAMPLE","ARSENIC","18 UG/L","NA","2017-01-01","2017-03-31","1600032","2016-01-15","INFORMAL ENFORCEMENT ACTION ISSUED",false
"CA5210003","LOS MOLINOS COMM. SERVICES DIST.","LOS MOLINOS","TEHAMA","96055","COMMUNITY","1500","352","DISTRICT 21 - VALLEY","9821025","MCL,  AVERAGE","ARSENIC","11 UG/L","10 UG/L","2017-10-01","2017-12-31","9921021","2015-09-11","FORMAL ENFORCEMENT ACTION ISSUED",false
"CA5400558","SAUCELITO ELEMENTARY SCHOOL","TERRA BELLA","TULARE","93270","NON-TRANSIENT NON-COMMUNITY","98","7","DISTRICT 24 - TULARE","1300046","MCL,  AVERAGE","1,2-DIBROMO-3-CHLOROPROPANE",".23 MG/L","0.0002 MG/L","2013-01-01","2013-03-31","1304411","2015-05-26","RETURN TO COMPLIANCE",true
"CA5400558","SAUCELITO ELEMENTARY SCHOOL","TERRA BELLA","TULARE","93270","NON-TRANSIENT NON-COMMUNITY","98","7","DISTRICT 24 - TULARE","1400062","MCL, SINGLE SAMPLE","NITRATE","13 MG/L","10 MG/L","2018-04-01","2018-06-30","1304408","2016-05-06","FORMAL ENFORCEMENT ACTION ISSUED",true
"CA5400616","LEMON COVE WATER CO","LEMON COVE","TULARE","93244","COMMUNITY","109","60","DISTRICT 24 - TULARE","9800015","MCL, SINGLE SAMPLE","NITRATE","14.9 MG/L","10 MG/L","2018-04-01","2018-06-30","1204165","2015-11-05","FORMAL ENFORCEMENT ACTION ISSUED",true
"CA5400636","OROSI HIGH SCHOOL","OROSI","TULARE","93647","NON-TRANSIENT NON-COMMUNITY","1200","8","DISTRICT 24 - TULARE","1400035","MCL, SINGLE SAMPLE","NITRATE","11 MG/L","10 MG/L","2018-04-01","2018-06-30","9800447","2017-12-13","FORMAL ENFORCEMENT ACTION ISSUED",true
"CA5400651","BEVERLY GRAND MUTUAL WATER","PORTERVILLE","TULARE","93257","COMMUNITY","108","28","DISTRICT 24 - TULARE","1400060","MCL, SINGLE SAMPLE","NITRATE","17.5 MG/L","10 MG/L","2018-04-01","2018-06-30","1103978","2015-11-05","FORMAL ENFORCEMENT ACTION ISSUED",true
"CA5400665","DEL ORO RIVER ISLAND SERV TERR #1","PORTERVILLE","TULARE","93257","COMMUNITY","1594","442","DISTRICT 12 - VISALIA","9900022","MCL,  AVERAGE","COMBINED URANIUM","32.4 PCI/L","20 PCI/L","2017-07-01","2017-09-30","9900283","2017-11-16","FORMAL ENFORCEMENT ACTION ISSUED",true
"CA5400665","DEL ORO RIVER ISLAND SERV TERR #1","PORTERVILLE","TULARE","93257","COMMUNITY","1594","442","DISTRICT 12 - VISALIA","9900021","MCL, SINGLE SAMPLE","NITRATE-NITRITE","12.1 MG/L","10 MG/L","2017-07-01","2017-09-30","9900283","2017-11-16","FORMAL ENFORCEMENT ACTION ISSUED",true
"CA5400666","DEL ORO GRANDVIEW GARDENS DISTRICT","PORTERVILLE","TULARE","93257","COMMUNITY","347","104","DISTRICT 12 - VISALIA","9900005","MCL, SINGLE SAMPLE","NITRATE","49.1 MG/L","45 MG/L","2015-07-01","2015-09-30","9900304","2015-04-22","FORMAL ENFORCEMENT ACTION ISSUED",true
"CA5400666","DEL ORO GRANDVIEW GARDENS DISTRICT","PORTERVILLE","TULARE","93257","COMMUNITY","347","104","DISTRICT 12 - VISALIA","9900013","MCL, SINGLE SAMPLE","NITRATE-NITRITE","12.3 MG/L","10 MG/L","2018-04-01","2018-06-30","9900304","2015-04-22","FORMAL ENFORCEMENT ACTION ISSUED",true
"CA5400670","TRIPLE R MUTUAL WATER CO","PORTERVILLE","TULARE","93257","COMMUNITY","406","154","DISTRICT 24 - TULARE","1400095","MCL, SINGLE SAMPLE","NITRATE","14.6 MG/L","10 MG/L","2018-04-01","2018-06-30","1204019","2017-07-05","FORMAL ENFORCEMENT ACTION ISSUED",true
"CA5400670","TRIPLE R MUTUAL WATER CO","PORTERVILLE","TULARE","93257","COMMUNITY","406","154","DISTRICT 24 - TULARE","1400090","MCL,  AVERAGE","ARSENIC","0.01475 MG/L","0.010 MG/L","2017-01-01","2017-03-31","1204018","2017-05-31","RETURN TO COMPLIANCE",true
"CA5400682","PLAINVIEW MWC - CENTRAL WATER","PLAINVIEW","TULARE","93267","COMMUNITY","138","42","DISTRICT 12 - VISALIA","1212019","MCL, SINGLE SAMPLE","NITRATE","57 MG/L","45 MG/L","2015-01-01","2015-03-31","1103987","2014-03-21","FORMAL ENFORCEMENT ACTION ISSUED",true
"CA5400682","PLAINVIEW MWC - CENTRAL WATER","PLAINVIEW","TULARE","93267","COMMUNITY","138","42","DISTRICT 12 - VISALIA","1212021","MCL, SINGLE SAMPLE","NITRATE-NITRITE","14 MG/L","10 MG/L","2016-10-01","2016-12-31","1103987","2014-03-21","FORMAL ENFORCEMENT ACTION ISSUED",true
"CA5400709","SEQUOIA UNION SCHOOL","LEMON COVE","TULARE","93244","NON-TRANSIENT NON-COMMUNITY","400","26","DISTRICT 24 - TULARE","1400047","MCL, SINGLE SAMPLE","NITRATE","12.3 MG/L","10 MG/L","2018-04-01","2018-06-30","1404725","2016-05-09","FORMAL ENFORCEMENT ACTION ISSUED",true
"CA5400735","RODRIGUEZ LABOR CAMP","DELANO","TULARE","93215","COMMUNITY","110","35","DISTRICT 24 - TULARE","1400063","MCL, SINGLE SAMPLE","NITRATE","26.3 MG/L","10 MG/L","2018-04-01","2018-06-30","9800441","2015-11-03","FORMAL ENFORCEMENT ACTION ISSUED",true
"CA5400795","WAUKENA ELEMENTARY SCHOOL","TULARE","TULARE","93274","NON-TRANSIENT NON-COMMUNITY","245","5","DISTRICT 24 - TULARE","1400086","MCL,  AVERAGE","COMBINED URANIUM","24 PCI/L","20 PCI/L","2018-04-01","2018-06-30","1304560","2016-05-03","FORMAL ENFORCEMENT ACTION ISSUED",true
"CA5400795","WAUKENA ELEMENTARY SCHOOL","TULARE","TULARE","93274","NON-TRANSIENT NON-COMMUNITY","245","5","DISTRICT 24 - TULARE","1400085","MCL, SINGLE SAMPLE","NITRATE","15 MG/L","10 MG/L","2018-04-01","2018-06-30","1304560","2016-05-03","FORMAL ENFORCEMENT ACTION ISSUED",true
"CA5400964","SIERRA VISTA ASSN","DELANO","TULARE","93215","COMMUNITY","44","13","DISTRICT 24 - TULARE","1400024","MCL, SINGLE SAMPLE","NITRATE","13.1 MG/L","10 MG/L","2018-04-01","2018-06-30","1404758","2015-11-13","FORMAL ENFORCEMENT ACTION ISSUED",true
"CA5400964","SIERRA VISTA ASSN","DELANO","TULARE","93215","COMMUNITY","44","13","DISTRICT 24 - TULARE","1400025","STATE PRIMARY MCL VIOL - NOT CR6","1,2,3-TRICHLOROPROPANE","0.116 UG/L","0.005 UG/L","2018-04-01","2018-06-30","1404764","2018-04-06","CA STATE ACTION ISSUED",true
"CA5401003","EAST OROSI CSD","OROSI","TULARE","93647","COMMUNITY","700","106","DISTRICT 24 - TULARE","1400104","MCL, SINGLE SAMPLE","NITRATE","11.4 MG/L","10 MG/L","2018-04-01","2018-06-30","9800196","2015-11-09","FORMAL ENFORCEMENT ACTION ISSUED",true
"CA5402047","GLEANINGS FOR THE HUNGRY","DINUBA","TULARE","93618","COMMUNITY","31","12","DISTRICT 24 - TULARE","9500028","MCL, SINGLE SAMPLE","NITRATE","42 MG/L","10 MG/L","2018-04-01","2018-06-30","9500489","2016-05-03","FORMAL ENFORCEMENT ACTION ISSUED",true
"CA5402047","GLEANINGS FOR THE HUNGRY","DINUBA","TULARE","93618","COMMUNITY","31","12","DISTRICT 24 - TULARE","9500029","STATE PRIMARY MCL VIOL - NOT CR6","PERCHLORATE","0.0105 MG/L","0.006 MG/L","2018-04-01","2018-06-30","9500489","2016-05-03","FORMAL ENFORCEMENT ACTION ISSUED",true
"CA5402048","DEL ORO RIVER ISLAND SERV TERR #2","SPRINGVILLE","TULARE","93265","COMMUNITY","99","30","DISTRICT 12 - VISALIA","9800006","MCL, SINGLE SAMPLE","NITRATE","45.6 MG/L","45 MG/L","2014-01-01","2014-03-31","912960","2008-10-16","FORMAL ENFORCEMENT ACTION ISSUED",true
"CA5403110","SIERRA MUTUAL WATER CO","PORTERVILLE","TULARE","93257","COMMUNITY","37","17","DISTRICT 24 - TULARE","1400071","MCL, SINGLE SAMPLE","NITRATE","20.15 MG/L","10 MG/L","2018-04-01","2018-06-30","1204285","2016-05-27","FORMAL ENFORCEMENT ACTION ISSUED",true
"CA5410006","LINDSAY, CITY OF","LINDSAY","TULARE","93247","COMMUNITY","14200","3021","DISTRICT 24 - TULARE","9112010","MCL,  AVERAGE","1,2-DIBROMO-3-CHLOROPROPANE","0.00025 MG/L","0.0002 MG/L","2015-04-01","2015-06-30","9612005","2015-08-25","RETURN TO COMPLIANCE",true
"CA5410006","LINDSAY, CITY OF","LINDSAY","TULARE","93247","COMMUNITY","14200","3021","DISTRICT 24 - TULARE","9112038","MCL, LRAA","TTHM","0.109 MG/L","0.080 MG/L","2018-04-01","2018-06-30","9612006","2016-10-21","FORMAL ENFORCEMENT ACTION ISSUED",true
"CA5410006","LINDSAY, CITY OF","LINDSAY","TULARE","93247","COMMUNITY","14200","3021","DISTRICT 24 - TULARE","9112041","MCL, LRAA","TOTAL HALOACETIC ACIDS (HAA5)","0.0903 MG/L","0.060 MG/L","2018-04-01","2018-06-30","9612007","2017-01-11","FORMAL ENFORCEMENT ACTION ISSUED",true
"CA5410007","LSID - TONYVILLE","LINDSAY","TULARE","93247","COMMUNITY","500","50","DISTRICT 12 - VISALIA","9912034","MCL, LRAA","TTHM","0.096 MG/L","0.080 MG/L","2016-07-01","2016-09-30","9912012","2015-05-18","FORMAL ENFORCEMENT ACTION ISSUED",true
"CA5410007","LSID - TONYVILLE","LINDSAY","TULARE","93247","COMMUNITY","500","50","DISTRICT 12 - VISALIA","9912017","MCL,  AVERAGE","TOTAL HALOACETIC ACIDS (HAA5)","0.066 MG/L","0.060 MG/L","2013-04-01","2013-06-30","9912011","2015-05-18","STATE INTENTIONAL NO ACTION TAKEN",true
"CA5410007","LSID - TONYVILLE","LINDSAY","TULARE","93247","COMMUNITY","500","50","DISTRICT 12 - VISALIA","9912024","MCL, SINGLE SAMPLE","NITRATE","62 MG/L","45 MG/L","2014-07-01","2014-09-30","512012","2005-09-29","FORMAL ENFORCEMENT ACTION ISSUED",true
"CA5410007","LSID - TONYVILLE","LINDSAY","TULARE","93247","COMMUNITY","500","50","DISTRICT 12 - VISALIA","9912018","RES DISINFECT CONCENTRATION (SWTR)","SWTR","NA","NA","2013-07-01","2013-07-31","9912010","2013-09-16","RETURN TO COMPLIANCE",true
"CA5410007","LSID - TONYVILLE","LINDSAY","TULARE","93247","COMMUNITY","500","50","DISTRICT 12 - VISALIA","9912030","STATE PRIMARY MCL VIOL - NOT CR6","PERCHLORATE","0.008 MG/L","0.006 MG/L","2016-04-01","2016-06-30","812015","2008-02-05","FORMAL ENFORCEMENT ACTION ISSUED",true
"CA5410007","LSID - TONYVILLE","LINDSAY","TULARE","93247","COMMUNITY","500","50","DISTRICT 12 - VISALIA","9912028","MCL, SINGLE SAMPLE","NITRATE-NITRITE","14 MG/L","10 MG/L","2016-04-01","2016-06-30","512012","2005-09-29","FORMAL ENFORCEMENT ACTION ISSUED",true
"CA5410009","PIXLEY PUBLIC UTIL DIST","PIXLEY","TULARE","93256","COMMUNITY","3310","825","DISTRICT 12 - VISALIA","9912032","MCL,  AVERAGE","ARSENIC","0.019 MG/L","0.010 MG/L","2018-04-01","2018-06-30","9912011","2015-05-18","FORMAL ENFORCEMENT ACTION ISSUED",true
"CA5410009","PIXLEY PUBLIC UTIL DIST","PIXLEY","TULARE","93256","COMMUNITY","3310","825","DISTRICT 12 - VISALIA","9912030","STATE PRIMARY MCL VIOL - NOT CR6","1,2,3-TRICHLOROPROPANE","0.000013 MG/L","0.000005 MG/L","2018-04-01","2018-06-30","9912017","2018-06-29","CA STATE ACTION ISSUED",true
"CA5410026","POPLAR COMM SERVICE DIST","POPLAR","TULARE","93257","COMMUNITY","2200","582","DISTRICT 12 - VISALIA","9812007","MCL, SINGLE SAMPLE","NITRATE","79.0 MG/L","45 MG/L","2014-05-01","2014-05-31","1012017","2010-07-23","FORMAL ENFORCEMENT ACTION ISSUED",true
"CA5410038","TERRA BELLA IRRIGATION DISTRICT - TBT","TERRA BELLA","TULARE","93270","COMMUNITY","2340","979","DISTRICT 12 - VISALIA","8912017","MCL, LRAA","TTHM","0.127 MG/L","0.080 MG/L","2016-04-01","2016-06-30","9812005","2015-01-28","FORMAL ENFORCEMENT ACTION ISSUED",true
"CA5410038","TERRA BELLA IRRIGATION DISTRICT - TBT","TERRA BELLA","TULARE","93270","COMMUNITY","2340","979","DISTRICT 12 - VISALIA","8912018","MCL, LRAA","TOTAL HALOACETIC ACIDS (HAA5)","0.127 MG/L","0.060 MG/L","2016-04-01","2016-06-30","9812005","2015-01-28","FORMAL ENFORCEMENT ACTION ISSUED",true
"CA5410050","ALPAUGH COMMUNITY SERVICES DISTRICT","ALPAUGH","TULARE","93201","COMMUNITY","1026","392","DISTRICT 12 - VISALIA","1212056","MCL,  AVERAGE","ARSENIC","0.016 MG/L","0.010 MG/L","2018-01-01","2018-03-31","1212012","2015-05-08","FORMAL ENFORCEMENT ACTION ISSUED",true
"CA5410503","NPS-WOLVERTON","THREE RIVERS","TULARE","93271","COMMUNITY","2940","131","DISTRICT 12 - VISALIA","1212089","MCL, LRAA","TTHM","0.091 MG/L","0.080 MG/L","2016-04-01","2016-06-30","9512004","2016-02-11","FORMAL ENFORCEMENT ACTION ISSUED",true
"CA5410503","NPS-WOLVERTON","THREE RIVERS","TULARE","93271","COMMUNITY","2940","131","DISTRICT 12 - VISALIA","1212091","MCL, LRAA","TOTAL HALOACETIC ACIDS (HAA5)","0.070 MG/L","0.060 MG/L","2016-07-01","2016-09-30","9512004","2016-02-11","FORMAL ENFORCEMENT ACTION ISSUED",true
"CA5410503","NPS-WOLVERTON","THREE RIVERS","TULARE","93271","COMMUNITY","2940","131","DISTRICT 12 - VISALIA","1212072","MONTHLY COMB. FILTER EFFLUENT (SWTR","TURBIDITY","NA","NA","2014-04-01","2014-04-30","9512002","2014-08-07","FORMAL ENFORCEMENT ACTION ISSUED",true
"CA5410503","NPS-WOLVERTON","THREE RIVERS","TULARE","93271","COMMUNITY","2940","131","DISTRICT 12 - VISALIA","1212073","RES DISINFECT CONCENTRATION (SWTR)","SWTR","NA","NA","2014-04-01","2014-04-30","9512002","2014-08-07","FORMAL ENFORCEMENT ACTION ISSUED",true
"CA5610017","VENTURA WATER DEPARTMENT","VENTURA","VENTURA","93002","COMMUNITY","113478","28983","DISTRICT 06 - SANTA BARBARA","4","MCL, LRAA","TTHM","0.081 MG/L","0.080 MG/L","2018-07-01","2018-09-30","1206007","2018-08-06","FORMAL ENFORCEMENT ACTION ISSUED",false
"CA5610029","VINEYARD AVENUE ACRES MWC","OXNARD","VENTURA","93033","COMMUNITY","1820","364","DISTRICT 06 - SANTA BARBARA","9506005","MCL, SINGLE SAMPLE","NITRATE","10.8 MG/L","10 MG/L","2018-04-01","2018-06-30","9606017","2018-07-16","FORMAL ENFORCEMENT ACTION ISSUED",false
"CA5700649","WESTUCKY WATER ASSOC","WOODLAND","YOLO","95695","COMMUNITY","33","15","LPA87 - YOLO COUNTY","1700030","MCL,  AVERAGE","NITRATE","11 MG/L","10 MG/L","2016-07-01","2016-09-30","1701249","2016-10-14","FORMAL ENFORCEMENT ACTION ISSUED",false
"CA5700788","NORTH DAVIS MEADOWS","DAVIS","YOLO","95616","COMMUNITY","314","95","LPA87 - YOLO COUNTY","1700025","MCL,  AVERAGE","NITRATE","11.67 MG/L","10 MG/L","2016-07-01","2016-09-30","1701261","2016-10-28","FORMAL ENFORCEMENT ACTION ISSUED",false
